iter	RMSE
530	0.3262872478
531	0.3256539467
532	0.3250340732
533	0.3240793337
534	0.3228571491
535	0.3216626195
536	0.3208358238
537	0.3197858716
538	0.3192730244
539	0.3180831186
540	0.3175356787
541	0.3171756462
542	0.3165052236
543	0.3158306603
544	0.3153037495
545	0.3144746039
546	0.3140367494
547	0.3139946708
548	0.3132433524
549	0.3115635973
550	0.3105827268
551	0.309794682
552	0.3085114403
553	0.3082056807
554	0.3072428278
555	0.3064035049
556	0.3055221276
557	0.3044458797
558	0.3041454391
559	0.3038037618
560	0.3034661946
561	0.303089527
562	0.3022980334
563	0.3022737908
564	0.3016276781
565	0.301040779
566	0.3002165087
567	0.2990303145
568	0.29770019
569	0.2968060914
570	0.2964972169
571	0.2953043274
572	0.2950376404
573	0.2937208528
574	0.2933266965
575	0.292468705
576	0.2916751863
577	0.2909069719
578	0.2895426616
579	0.289305839
580	0.288809053
581	0.2881696114
582	0.2872859945
583	0.2870580284
584	0.2867748989
585	0.2867416616
586	0.2865458378
587	0.2862700939
588	0.2858027817
589	0.2847450402
590	0.2841635757
591	0.2833104576
592	0.2823045099
593	0.2820184378
594	0.2811580202
595	0.2801374665
596	0.2797154647
597	0.2792266491
598	0.2785739922
599	0.2782717102
600	0.2771645983
601	0.2771336063
602	0.276148765
603	0.275956077
604	0.2751163413
605	0.274862249
606	0.2742024868
607	0.2734258523
608	0.2726405362
609	0.2720472962
610	0.2710460033
611	0.2699160298
612	0.2691156295
613	0.2681532423
614	0.2675250134
615	0.2672777234
616	0.2665098885
617	0.265970538
618	0.2657444102
619	0.2657160307
620	0.2651247855
621	0.2648883512
622	0.2641711075
623	0.2636539608
624	0.2631087398
625	0.2626258773
626	0.2625832168
627	0.2619109469
628	0.2612755101
629	0.26107903
630	0.260676661
631	0.2600324302
632	0.2594752473
633	0.2583539539
634	0.2578522403
635	0.2571028145
636	0.256475837
637	0.2559955104
638	0.2552898553
639	0.2550306174
640	0.2542467405
641	0.25396017
642	0.2535441674
643	0.2533290018
644	0.2531307414
645	0.2524208205
646	0.2516362502
647	0.2507653607
648	0.2502937509
649	0.2501804727
650	0.2490069833
651	0.2484990622
652	0.2478003821
653	0.2473442429
654	0.2468984826
655	0.2464464557
656	0.24624653
657	0.2457275539
658	0.2452233839
659	0.2446435905
660	0.2442368778
661	0.2436750721
662	0.2432402001
663	0.242667826
664	0.2418933238
665	0.2410191454
666	0.2403393396
667	0.2399285215
668	0.2388978315
669	0.2379120595
670	0.2377192617
671	0.2371793644
672	0.2368947119
673	0.2363252543
674	0.2360817695
675	0.2356985204
676	0.2350676108
677	0.2347493052
678	0.2345695746
679	0.2339918158
680	0.2336337291
681	0.2329482848
682	0.2322587857
683	0.2314531632
684	0.2310757765
685	0.2309044731
686	0.2303551978
687	0.2298894076
688	0.2296827306
689	0.2290664618
690	0.2281746037
691	0.2276185879
692	0.2274529479
693	0.2266979591
694	0.2261721982
695	0.2253141385
696	0.2247503638
697	0.2246538917
698	0.2237592711
699	0.2233759389
700	0.2229292434
701	0.2225518214
702	0.2217008852
703	0.2207302312
704	0.2197431066
705	0.2192879255
706	0.2186640301
707	0.2181850751
708	0.2176859342
709	0.2172800874
710	0.216785889
711	0.2158081897
712	0.2153318992
713	0.2145821624
714	0.2142602104
715	0.2137332349
716	0.2132105099
717	0.212659469
718	0.2124038918
719	0.2114878198
720	0.2107389612
721	0.2101810951
722	0.2098693107
723	0.2091568044
724	0.2085002532
725	0.2079916546
726	0.2072592837
727	0.2069238473
728	0.2064956452
729	0.2061509704
730	0.2056259764
731	0.2048699608
732	0.2046647785
733	0.2042327242
734	0.2033923424
735	0.2025692707
736	0.2023170601
737	0.2020450061
738	0.201432014
739	0.2008457931
740	0.2002370441
741	0.1995467013
742	0.199526861
743	0.199056678
744	0.1984042444
745	0.1980201912
746	0.1975031304
747	0.1970890888
748	0.1964284095
749	0.1958888428
750	0.1952637021
751	0.1948398884
752	0.1945020396
753	0.193831124
754	0.193491765
755	0.1928981546
756	0.1925388468
757	0.1921066953
758	0.191219316
759	0.1906522977
760	0.1902291108
761	0.1899579889
762	0.1892999959
763	0.188671003
764	0.1881246115
765	0.1875568495
766	0.1871084859
767	0.1864917702
768	0.1859955646
769	0.1858073215
770	0.1853397241
771	0.1849003715
772	0.1845174546
773	0.184126306
774	0.1835673473
775	0.183045526
776	0.1827874596
777	0.1821616281
778	0.1814676281
779	0.1810493011
780	0.1804672473
781	0.1801122782
782	0.1794467288
783	0.1789845209
784	0.1781449258
785	0.1778140342
786	0.1773528728
787	0.1771588543
788	0.1769543886
789	0.1767488147
790	0.1760000518
791	0.1758511818
792	0.1755936736
793	0.1753977829
794	0.1747956379
795	0.1742026164
796	0.1737339602
797	0.1732195512
798	0.1726685667
799	0.1720908565
800	0.1715296159
801	0.1709629907
802	0.1706020449
803	0.1701930677
804	0.1699063552
805	0.1697324279
806	0.1696489999
807	0.1690880595
808	0.1685059408
809	0.1684203456
810	0.1680304269
811	0.1675715994
812	0.1672206642
813	0.1665677075
814	0.1663489978
815	0.1657653014
816	0.16526491
817	0.1649163326
818	0.1645176404
819	0.1641967852
820	0.1640903209
821	0.1636531563
822	0.1634110277
823	0.1631850743
824	0.1628942166
825	0.1624261496
826	0.1619541395
827	0.1615693871
828	0.1614534962
829	0.1612095068
830	0.1611270137
831	0.160949885
832	0.1605457452
833	0.1601323698
834	0.159546914
835	0.159233033
836	0.1588893927
837	0.1585368612
838	0.1584004783
839	0.157969039
840	0.1575490117
841	0.1570917589
842	0.1565872524
843	0.1563192182
844	0.1558641324
845	0.1554918481
846	0.1549986115
847	0.1549291347
848	0.1543667352
849	0.153858917
850	0.1537057601
851	0.153602043
852	0.1532254933
853	0.1531735177
854	0.1529240807
855	0.1524358552
856	0.1520251092
857	0.151743508
858	0.1513964019
859	0.1510780126
860	0.1506521375
861	0.1502291283
862	0.1499596575
863	0.1495321339
864	0.1491923558
865	0.1491310015
866	0.1489348758
867	0.1488321891
868	0.1485396975
869	0.1481447646
870	0.1476587968
871	0.1473716969
872	0.1469241052
873	0.1468397488
874	0.1466089094
875	0.146383476
876	0.1458291996
877	0.1454834201
878	0.1450522793
879	0.1445209413
880	0.1440973179
881	0.1438704129
882	0.1434633333
883	0.1432321007
884	0.1429416748
885	0.1427280731
886	0.1424800941
887	0.1420786071
888	0.1415990375
889	0.1411403943
890	0.1408403165
891	0.1404577475
892	0.1402284328
893	0.1399153976
894	0.1395049649
895	0.1390806513
896	0.1388208647
897	0.1385622242
898	0.1381115812
899	0.1376845027
900	0.1375679142
901	0.137409284
902	0.1373852694
903	0.1371230317
904	0.1367993664
905	0.1363087635
906	0.1360667625
907	0.1357153137
908	0.1353384935
909	0.1349295946
910	0.1345960937
911	0.1342269519
912	0.1339856613
913	0.1337397129
914	0.1333902566
915	0.1331710813
916	0.132983182
917	0.1329123654
918	0.1327116025
919	0.1324874889
920	0.1323213671
921	0.1320210735
922	0.1316652896
923	0.1312901908
924	0.1311777487
925	0.1308136163
926	0.1305422159
927	0.1301263581
928	0.1297229863
929	0.1294327861
930	0.1293413079
931	0.1289371268
932	0.1288363969
933	0.1286910906
934	0.1285292099
935	0.1282781468
936	0.1280350702
937	0.1275604151
938	0.1273582825
939	0.1272023192
940	0.1269715754
941	0.1267871365
942	0.1266285598
943	0.126442129
944	0.1261630126
945	0.1258660333
946	0.1256226641
947	0.1252826685
948	0.124894329
949	0.1248153624
950	0.1243637274
951	0.1241918869
952	0.1239112974
953	0.1237311456
954	0.1235515396
955	0.1232590653
956	0.1230322654
957	0.1229155406
958	0.1227047976
959	0.1223099818
960	0.1220808086
961	0.1218866558
962	0.1216560056
963	0.1213502035
964	0.1210525254
965	0.1209773831
966	0.1206053454
967	0.1202420317
968	0.1200450156
969	0.1197799062
970	0.1194721593
971	0.1192073186
972	0.1190410858
973	0.1188447539
974	0.1184996316
975	0.1182739923
976	0.1180895558
977	0.1178191651
978	0.1174447895
979	0.1171660592
980	0.1169334208
981	0.1168314536
982	0.1166182009
983	0.1165208012
984	0.1162937589
985	0.1158238252
986	0.1156591245
987	0.1154473862
988	0.1151937839
989	0.1149494902
990	0.1147379933
991	0.1145614153
992	0.1143239907
993	0.114069214
994	0.1136676313
995	0.1133706837
996	0.1130644557
997	0.1127472568
998	0.1123706796
999	0.1120504158
